,NAME,GEO_ID,S1901_C01_012E,S1501_C02_015E,S1701_C03_001E,state,place
726,"Forest Meadows CDP, California",1600000US0624897,77500,48.5,4.5,06,24897
727,"El Cerrito CDP, California",1600000US0621810,87118,25.8,13.4,06,21810
728,"Idyllwild-Pine Cove CDP, California",1600000US0636203,78977,38.4,15.4,06,36203
729,"Winterhaven CDP, California",1600000US0686020,8949,0.0,64.6,06,86020
730,"Chowchilla city, California",1600000US0613294,53563,8.5,20.2,06,13294
731,"Parksdale CDP, California",1600000US0655751,52991,6.0,16.2,06,55751
732,"Cathedral City city, California",1600000US0612048,46521,21.6,20.1,06,12048
733,"Highgrove CDP, California",1600000US0633574,61494,20.7,11.5,06,33574
734,"Lindsay city, California",1600000US0641712,31489,3.9,35.8,06,41712
735,"Lathrop city, California",1600000US0640704,85805,18.4,10.8,06,40704
736,"El Granada CDP, California",1600000US0621936,158939,61.2,1.7,06,21936
737,"San Mateo city, California",1600000US0668252,124842,54.2,7.5,06,68252
738,"South Taft CDP, California",1600000US0673388,25639,3.1,44.9,06,73388
739,"Boron CDP, California",1600000US0607568,51181,11.1,31.4,06,07568
740,"Eureka city, California",1600000US0623042,42890,28.1,20.0,06,23042
741,"Isleton city, California",1600000US0636882,36875,5.4,19.1,06,36882
742,"Ladera Heights CDP, California",1600000US0639108,101439,55.0,5.2,06,39108
743,"Westmont CDP, California",1600000US0684592,38600,9.2,26.6,06,84592
744,"Fair Oaks CDP, California",1600000US0623294,84717,46.4,9.1,06,23294
745,"Bakersfield city, California",1600000US0603526,63139,21.9,17.4,06,03526
746,"Corona city, California",1600000US0616350,83752,27.0,9.8,06,16350
747,"Woodcrest CDP, California",1600000US0686244,102625,26.5,5.8,06,86244
748,"Mammoth Lakes town, California",1600000US0645358,59620,26.6,10.8,06,45358
749,"Cabazon CDP, California",1600000US0609360,45089,11.6,22.5,06,09360
750,"French Camp CDP, California",1600000US0626028,42067,6.1,20.6,06,26028
751,"Clearlake Oaks CDP, California",1600000US0613966,45950,20.0,11.7,06,13966
752,"Canyon Lake city, California",1600000US0610928,100682,30.4,7.0,06,10928
753,"Winters city, California",1600000US0686034,87050,21.2,8.2,06,86034
754,"Deer Park CDP, California",1600000US0618324,89500,46.2,8.8,06,18324
755,"Tara Hills CDP, California",1600000US0677924,73857,15.3,5.3,06,77924
756,"Mill Valley city, California",1600000US0647710,163614,76.5,5.6,06,47710
757,"Le Grand CDP, California",1600000US0641040,48662,8.9,17.3,06,41040
758,"Brentwood city, California",1600000US0608142,108994,33.1,5.9,06,08142
759,"Pleasant Hill city, California",1600000US0657764,118947,55.0,7.8,06,57764
760,"Roseville city, California",1600000US0662938,89082,41.7,8.4,06,62938
761,"Williams city, California",1600000US0685586,65580,10.9,12.7,06,85586
762,"Loyalton city, California",1600000US0644364,60852,4.9,16.8,06,44364
763,"Sunnyside-Tahoe City CDP, California",1600000US0676015,79145,58.7,7.3,06,76015
764,"East Richmond Heights CDP, California",1600000US0621061,91100,56.7,3.2,06,21061
765,"Chino city, California",1600000US0613210,81711,23.0,10.4,06,13210
766,"Salton Sea Beach CDP, California",1600000US0664308,63155,0.0,5.1,06,64308
767,"Fillmore city, California",1600000US0624092,76590,15.8,7.9,06,24092
768,"San Miguel CDP (San Luis Obispo County), California",1600000US0668266,64044,13.5,16.6,06,68266
769,"San Pasqual CDP, California",1600000US0668308,101964,69.4,7.8,06,68308
770,"San Simeon CDP, California",1600000US0668434,52578,12.7,4.4,06,68434
771,"Santa Margarita CDP, California",1600000US0669182,49071,33.8,12.3,06,69182
772,"Santa Nella CDP, California",1600000US0670028,59773,13.8,14.8,06,70028
773,"Santa Rosa Valley CDP, California",1600000US0670130,180625,52.8,0.6,06,70130
774,"Santa Susana CDP, California",1600000US0670140,82794,24.9,7.6,06,70140
775,"Saranap CDP, California",1600000US0670266,129567,69.0,1.3,06,70266
776,"Saticoy CDP, California",1600000US0670322,47042,1.6,4.6,06,70322
777,"Alturas city, California",1600000US0601444,37917,9.2,18.1,06,01444
778,"Westwood CDP, California",1600000US0684928,41636,18.0,13.5,06,84928
779,"Highland city, California",1600000US0633588,64868,21.9,17.9,06,33588
780,"Joshua Tree CDP, California",1600000US0637554,39424,19.0,26.3,06,37554
781,"Morongo Valley CDP, California",1600000US0649348,53386,23.8,12.9,06,49348
782,"Ontario city, California",1600000US0653896,65046,17.1,13.6,06,53896
783,"Yucca Valley town, California",1600000US0687056,44757,15.6,20.9,06,87056
784,"Los Alamos CDP, California",1600000US0643252,64583,11.6,19.6,06,43252
785,"Mission Canyon CDP, California",1600000US0648147,135972,68.9,4.9,06,48147
786,"Hemet city, California",1600000US0633182,39726,11.1,21.2,06,33182
787,"Indian Wells city, California",1600000US0636434,107500,55.5,6.7,06,36434
788,"Perris city, California",1600000US0656700,63829,9.2,16.8,06,56700
789,"Bystrom CDP, California",1600000US0609353,32519,7.8,35.0,06,09353
790,"Waterford city, California",1600000US0683612,58904,6.5,19.5,06,83612
791,"East Porterville CDP, California",1600000US0621012,27974,3.7,38.1,06,21012
792,"Vallecito CDP, California",1600000US0681652,52375,26.3,8.1,06,81652
793,"San Bernardino city, California",1600000US0665000,45834,11.9,26.0,06,65000
794,"Orland city, California",1600000US0654274,44046,10.0,25.8,06,54274
795,"Running Springs CDP, California",1600000US0663316,60200,27.6,14.6,06,63316
796,"Delleker CDP, California",1600000US0618485,69028,18.1,0.0,06,18485
797,"Hacienda Heights CDP, California",1600000US0631596,85953,34.1,8.5,06,31596
798,"Lakeside CDP, California",1600000US0639766,74823,17.8,9.7,06,39766
799,"National City city, California",1600000US0650398,47119,14.2,18.3,06,50398
800,"Rancho Santa Fe CDP, California",1600000US0659584,137083,65.9,3.1,06,59584
801,"San Marcos city, California",1600000US0668196,78797,37.0,11.3,06,68196
802,"Bodega Bay CDP, California",1600000US0607260,86319,68.3,6.1,06,07260
803,"Boyes Hot Springs CDP, California",1600000US0607848,74120,33.1,7.0,06,07848
804,"Santa Rosa city, California",1600000US0670098,75630,32.6,10.3,06,70098
805,"Temelec CDP, California",1600000US0678126,44861,48.9,3.6,06,78126
806,"Fountain Valley city, California",1600000US0625380,93075,43.5,7.9,06,25380
807,"Avenal city, California",1600000US0603302,41114,3.2,36.1,06,03302
808,"Kettleman City CDP, California",1600000US0638394,56223,0.0,28.0,06,38394
809,"Irvine city, California",1600000US0636770,105126,68.9,13.4,06,36770
810,"Los Alamitos city, California",1600000US0643224,88729,45.7,10.4,06,43224
811,"Newark city, California",1600000US0650916,116856,33.6,4.8,06,50916
812,"Easton CDP, California",1600000US0620928,58843,18.2,21.4,06,20928
813,"Kerman city, California",1600000US0638226,46449,7.5,20.0,06,38226
814,"Sonora city, California",1600000US0672674,42446,24.1,21.0,06,72674
815,"Twain Harte CDP, California",1600000US0680966,67306,31.6,3.4,06,80966
816,"Redway CDP, California",1600000US0660088,81713,22.5,3.9,06,60088
817,"Rio Dell city, California",1600000US0660900,41071,10.3,7.6,06,60900
818,"Bloomfield CDP, California",1600000US0607036,97727,78.4,9.6,06,07036
819,"Bodega CDP, California",1600000US0607246,-666666666,30.3,14.4,06,07246
820,"Bonny Doon CDP, California",1600000US0607470,109231,50.0,12.6,06,07470
821,"Bridgeport CDP, California",1600000US0608240,84444,31.0,1.6,06,08240
822,"Brookdale CDP, California",1600000US0608478,108790,37.9,9.0,06,08478
823,"Brooktrails CDP, California",1600000US0608530,55032,24.7,13.3,06,08530
824,"Buckhorn CDP, California",1600000US0608680,47150,22.2,18.6,06,08680
825,"Boulevard CDP, California",1600000US0607694,-666666666,15.8,59.8,06,07694
826,"Buck Meadows CDP, California",1600000US0608716,-666666666,0.0,0.0,06,08716
827,"Buena Vista CDP, California",1600000US0608828,46313,14.0,46.4,06,08828
828,"Burnt Ranch CDP, California",1600000US0609150,56250,34.8,17.1,06,09150
829,"Butte Creek Canyon CDP, California",1600000US0609310,76912,59.0,5.2,06,09310
830,"Butte Meadows CDP, California",1600000US0609318,-666666666,0.0,0.0,06,09318
831,"Butte Valley CDP, California",1600000US0609324,-666666666,35.7,14.0,06,09324
832,"El Rio CDP, California",1600000US0622370,62480,9.5,15.3,06,22370
833,"California Hot Springs CDP, California",1600000US0609822,-666666666,39.5,0.0,06,09822
834,"California Pines CDP, California",1600000US0609834,31197,9.7,0.0,06,09834
835,"Callender CDP, California",1600000US0609948,85769,28.6,0.0,06,09948
836,"Calpella CDP, California",1600000US0609990,83542,11.3,5.1,06,09990
837,"Calpine CDP, California",1600000US0610004,72969,35.0,0.0,06,10004
838,"Camanche North Shore CDP, California",1600000US0610042,40924,3.2,8.8,06,10042
839,"Camanche Village CDP, California",1600000US0610044,76765,22.4,4.5,06,10044
840,"Camino CDP, California",1600000US0610270,117625,29.5,11.8,06,10270
841,"San Juan Capistrano city, California",1600000US0668028,91600,36.3,8.1,06,68028
842,"Tipton CDP, California",1600000US0678750,33894,0.2,37.7,06,78750
843,"Woodville CDP, California",1600000US0686482,30446,3.2,39.9,06,86482
844,"Rancho Santa Margarita city, California",1600000US0659587,121017,51.1,3.6,06,59587
845,"Olivehurst CDP, California",1600000US0653714,48598,8.7,15.1,06,53714
846,"Big Bear Lake city, California",1600000US0606434,51060,28.3,17.9,06,06434
847,"Gerber CDP, California",1600000US0629392,47557,10.4,23.9,06,29392
848,"Geyserville CDP, California",1600000US0629420,84444,22.2,16.5,06,29420
849,"Gold Mountain CDP, California",1600000US0630339,-666666666,-666666666.0,-666666666.0,06,30339
850,"Good Hope CDP, California",1600000US0630410,47927,3.4,19.8,06,30410
851,"Goodyears Bar CDP, California",1600000US0630420,-666666666,0.0,0.0,06,30420
852,"Grangeville CDP, California",1600000US0630686,79917,44.4,0.0,06,30686
853,"Graniteville CDP, California",1600000US0630714,-666666666,38.5,100.0,06,30714
854,"Greeley Hill CDP, California",1600000US0630900,32471,20.5,15.3,06,30900
855,"Greenacres CDP, California",1600000US0630938,71053,13.9,10.6,06,30938
856,"Green Acres CDP, California",1600000US0630944,53073,7.6,31.3,06,30944
857,"Greenfield CDP, California",1600000US0630987,44375,8.4,26.8,06,30987
858,"Green Valley CDP (Los Angeles County), California",1600000US0631092,82961,28.1,8.0,06,31092
859,"Green Valley CDP (Solano County), California",1600000US0631099,119615,43.1,2.2,06,31099
860,"Grimes CDP, California",1600000US0631288,26111,12.3,70.8,06,31288
861,"Grizzly Flats CDP, California",1600000US0631302,50757,25.4,8.7,06,31302
862,"Groveland CDP, California",1600000US0631372,-666666666,22.3,11.3,06,31372
863,"Guinda CDP, California",1600000US0631540,53810,16.6,51.1,06,31540
864,"Happy Camp CDP, California",1600000US0632030,35224,14.5,30.9,06,32030
865,"Hardwick CDP, California",1600000US0632156,56042,1.1,5.8,06,32156
866,"Hartland CDP, California",1600000US0632324,-666666666,-666666666.0,-666666666.0,06,32324
867,"Hartley CDP, California",1600000US0632340,108510,16.9,3.1,06,32340
868,"Hasley Canyon CDP, California",1600000US0632385,127250,28.2,11.4,06,32385
869,"Herald CDP, California",1600000US0633294,92708,25.1,12.6,06,33294
870,"Herlong CDP, California",1600000US0633336,52500,3.1,13.0,06,33336
871,"Hiouchi CDP, California",1600000US0633935,97629,31.0,9.0,06,33935
872,"Homestead Valley CDP, California",1600000US0634392,31864,16.2,26.2,06,34392
873,"Homewood Canyon CDP, California",1600000US0634405,-666666666,26.1,0.0,06,34405
874,"Honcut CDP, California",1600000US0634428,19479,24.0,45.7,06,34428
875,"Hood CDP, California",1600000US0634484,58869,4.1,0.0,06,34484
876,"Hopland CDP, California",1600000US0634652,41595,21.3,28.4,06,34652
877,"Hornitos CDP, California",1600000US0634708,-666666666,0.0,0.0,06,34708
878,"Hat Creek CDP, California",1600000US0632408,74167,10.3,0.0,06,32408
879,"Hyampom CDP, California",1600000US0636098,-666666666,23.5,18.3,06,36098
880,"Idlewild CDP, California",1600000US0636168,-666666666,-666666666.0,-666666666.0,06,36168
881,"Ivanhoe CDP, California",1600000US0636910,38859,5.7,22.4,06,36910
882,"Indianola CDP, California",1600000US0636420,41667,20.7,26.8,06,36420
883,"Indio Hills CDP, California",1600000US0636452,45729,4.4,12.2,06,36452
884,"Jacumba CDP, California",1600000US0637022,-666666666,5.3,0.0,06,37022
885,"Janesville CDP, California",1600000US0637134,71346,15.7,7.8,06,37134
886,"Humboldt Hill CDP, California",1600000US0634928,71642,20.1,6.9,06,34928
887,"Temple City city, California",1600000US0678148,78516,39.7,9.8,06,78148
888,"Vernon city, California",1600000US0682422,67917,13.2,0.0,06,82422
889,"View Park-Windsor Hills CDP, California",1600000US0682667,92625,52.4,9.1,06,82667
890,"Camino Tassajara CDP, California",1600000US0610301,230313,68.1,3.5,06,10301
891,"Camp Nelson CDP, California",1600000US0610494,-666666666,-666666666.0,-666666666.0,06,10494
892,"Campo CDP, California",1600000US0610508,53702,19.3,26.5,06,10508
893,"Camptonville CDP, California",1600000US0610676,98189,12.4,1.2,06,10676
894,"Canby CDP, California",1600000US0610732,-666666666,56.6,68.5,06,10732
895,"Carmet CDP, California",1600000US0611376,-666666666,-666666666.0,-666666666.0,06,11376
896,"Carnelian Bay CDP, California",1600000US0611418,77841,54.1,5.5,06,11418
897,"Casmalia CDP, California",1600000US0611754,47404,0.0,0.0,06,11754
898,"Caspar CDP, California",1600000US0611768,105625,42.4,0.2,06,11768
899,"Castaic CDP, California",1600000US0611796,117031,36.3,4.1,06,11796
900,"Castle Hill CDP, California",1600000US0611915,204879,80.1,0.2,06,11915
901,"Catheys Valley CDP, California",1600000US0612062,50000,22.9,7.3,06,12062
902,"Cazadero CDP, California",1600000US0612146,49688,22.5,3.4,06,12146
903,"Cedar Ridge CDP, California",1600000US0612300,63529,25.8,10.1,06,12300
904,"Cedar Slope CDP, California",1600000US0612314,-666666666,-666666666.0,-666666666.0,06,12314
905,"Alto CDP, California",1600000US0601416,185395,73.6,2.5,06,01416
906,"Anchor Bay CDP, California",1600000US0602028,69851,32.1,14.2,06,02028
907,"Anza CDP, California",1600000US0602294,42962,18.6,17.0,06,02294
908,"Auburn Lake Trails CDP, California",1600000US0603205,100541,32.4,6.2,06,03205
909,"Ballard CDP, California",1600000US0603694,124375,29.5,5.5,06,03694
910,"Artois CDP, California",1600000US0602910,43452,2.6,5.5,06,02910
911,"Aspen Springs CDP, California",1600000US0603026,-666666666,0.0,0.0,06,03026
912,"Baker CDP, California",1600000US0603512,27308,1.0,26.8,06,03512
913,"Ballico CDP, California",1600000US0603708,62500,8.7,21.2,06,03708
914,"Bangor CDP, California",1600000US0603792,61875,18.4,4.7,06,03792
915,"Bass Lake CDP, California",1600000US0604198,96833,38.1,0.0,06,04198
916,"Bayview CDP (Contra Costa County), California",1600000US0604470,90984,21.2,0.8,06,04470
917,"Bayview CDP (Humboldt County), California",1600000US0604478,39750,16.2,31.4,06,04478
918,"Bear Creek CDP, California",1600000US0604632,43750,0.0,6.1,06,04632
919,"Bell Canyon CDP, California",1600000US0604938,212045,68.1,6.6,06,04938
920,"Benbow CDP, California",1600000US0605262,-666666666,29.2,7.6,06,05262
921,"Bend CDP, California",1600000US0605276,48365,19.4,28.1,06,05276
922,"Benton CDP, California",1600000US0605346,40735,29.4,0.9,06,05346
923,"Berry Creek CDP, California",1600000US0606070,34495,8.5,30.8,06,06070
924,"Bieber CDP, California",1600000US0606336,42692,0.0,0.0,06,06336
925,"Bear Valley CDP (Alpine County), California",1600000US0604716,-666666666,71.1,0.0,06,04716
926,"Colma town, California",1600000US0614736,95357,26.8,8.9,06,14736
927,"Emerald Lake Hills CDP, California",1600000US0622587,229167,70.3,2.9,06,22587
928,"West Athens CDP, California",1600000US0684116,60299,13.8,10.4,06,84116
929,"Angwin CDP, California",1600000US0602168,72625,40.9,6.9,06,02168
930,"Calistoga city, California",1600000US0609892,67119,32.8,6.9,06,09892
931,"Columbia CDP, California",1600000US0614904,38679,13.8,19.0,06,14904
932,"Jamestown CDP, California",1600000US0637106,45547,12.4,16.5,06,37106
933,"Tuolumne City CDP, California",1600000US0680763,36250,10.3,20.2,06,80763
934,"Millville CDP, California",1600000US0647724,67222,35.3,23.3,06,47724
935,"Round Mountain CDP, California",1600000US0663134,28750,4.2,33.7,06,63134
936,"Acampo CDP, California",1600000US0600156,143070,28.1,0.0,06,00156
937,"Acalanes Ridge CDP, California",1600000US0600135,-666666666,82.7,4.2,06,00135
938,"Adin CDP, California",1600000US0600310,57625,33.3,42.1,06,00310
939,"Agua Dulce CDP, California",1600000US0600450,106875,27.4,7.8,06,00450
940,"Aguanga CDP, California",1600000US0600464,77857,18.8,17.1,06,00464
941,"Ahwahnee CDP, California",1600000US0600478,71336,25.5,7.9,06,00478
942,"Airport CDP, California",1600000US0600535,29489,4.4,29.4,06,00535
943,"Alhambra Valley CDP, California",1600000US0600898,151125,54.0,1.0,06,00898
944,"Antelope CDP, California",1600000US0602210,80998,24.7,11.3,06,02210
945,"Albion CDP, California",1600000US0600716,-666666666,28.8,37.4,06,00716
946,"Alderpoint CDP, California",1600000US0600786,38787,0.0,24.4,06,00786
947,"Alleghany CDP, California",1600000US0600982,-666666666,0.0,0.0,06,00982
948,"Allendale CDP, California",1600000US0600996,121081,29.7,1.9,06,00996
949,"Allensworth CDP, California",1600000US0601010,33214,1.4,43.7,06,01010
950,"Alta CDP, California",1600000US0601276,99141,27.8,10.1,06,01276
951,"Biggs city, California",1600000US0606560,54188,6.4,21.5,06,06560
952,"Oroville city, California",1600000US0654386,34428,13.2,25.5,06,54386
953,"Palermo CDP, California",1600000US0655086,42227,8.5,23.1,06,55086
954,"South Oroville CDP, California",1600000US0673178,46917,2.4,39.7,06,73178
955,"Thermalito CDP, California",1600000US0678470,36964,10.5,28.7,06,78470
956,"Borrego Springs CDP, California",1600000US0607596,49570,27.2,10.9,06,07596
957,"Bostonia CDP, California",1600000US0607624,55368,17.9,17.4,06,07624
958,"Del Mar city, California",1600000US0618506,129063,75.7,5.2,06,18506
959,"El Cajon city, California",1600000US0621712,55309,20.9,19.3,06,21712
960,"Castroville CDP, California",1600000US0611978,57656,5.4,10.8,06,11978
961,"Del Rey Oaks city, California",1600000US0618688,95000,43.7,5.1,06,18688
962,"Elkhorn CDP, California",1600000US0622034,97105,28.5,0.0,06,22034
963,"Sand City city, California",1600000US0665112,63333,39.8,16.5,06,65112
964,"Benicia city, California",1600000US0605290,103413,44.7,7.1,06,05290
965,"Dixon city, California",1600000US0619402,82570,19.7,10.3,06,19402
966,"Arroyo Grande city, California",1600000US0602868,80833,34.2,6.2,06,02868
967,"Atascadero city, California",1600000US0603064,79658,31.8,7.7,06,03064
968,"Oceano CDP, California",1600000US0653294,67742,18.0,12.9,06,53294
969,"Shandon CDP, California",1600000US0671134,51518,9.0,9.5,06,71134
970,"Carrick CDP, California",1600000US0611481,14427,0.0,0.0,06,11481
971,"Rainbow CDP, California",1600000US0659248,64637,20.3,12.1,06,59248
972,"Victorville city, California",1600000US0682590,53957,12.9,20.1,06,82590
973,"Keeler CDP, California",1600000US0637918,-666666666,50.0,0.0,06,37918
974,"Blairsden CDP, California",1600000US0606994,-666666666,0.0,0.0,06,06994
975,"Point Arena city, California",1600000US0657876,31719,15.2,26.2,06,57876
976,"Crest CDP, California",1600000US0617106,93386,25.3,5.5,06,17106
977,"Rancho San Diego CDP, California",1600000US0659550,95892,42.9,7.3,06,59550
978,"Sattley CDP, California",1600000US0670336,-666666666,0.0,60.5,06,70336
979,"Scotia CDP, California",1600000US0670518,36250,9.2,23.8,06,70518
980,"Seacliff CDP, California",1600000US0670644,77896,41.5,8.3,06,70644
981,"Sea Ranch CDP, California",1600000US0670712,81833,67.7,8.7,06,70712
982,"Sequoia Crest CDP, California",1600000US0670966,-666666666,0.0,0.0,06,70966
983,"Sereno del Mar CDP, California",1600000US0671000,-666666666,68.8,13.8,06,71000
984,"Seville CDP, California",1600000US0671078,38438,1.6,32.2,06,71078
985,"San Diego Country Estates CDP, California",1600000US0666004,120446,34.2,2.3,06,66004
986,"Anaheim city, California",1600000US0602000,71763,25.5,14.8,06,02000
987,"Fullerton city, California",1600000US0628000,79978,42.4,12.3,06,28000
988,"Brea city, California",1600000US0608100,94492,45.3,6.4,06,08100
989,"Cypress city, California",1600000US0617750,93137,42.7,6.5,06,17750
990,"Dana Point city, California",1600000US0617946,99409,51.0,5.2,06,17946
991,"Huntington Beach city, California",1600000US0636000,95046,42.6,8.1,06,36000
992,"Shasta CDP, California",1600000US0671218,58229,28.9,7.8,06,71218
993,"Shell Ridge CDP, California",1600000US0671362,214740,80.7,0.0,06,71362
994,"Shelter Cove CDP, California",1600000US0671372,-666666666,36.2,35.9,06,71372
995,"Sheridan CDP, California",1600000US0671414,42404,23.9,2.2,06,71414
996,"Hercules city, California",1600000US0633308,117018,43.2,4.6,06,33308
997,"Oakley city, California",1600000US0653070,104893,19.9,7.6,06,53070
998,"Rodeo CDP, California",1600000US0662490,74688,23.9,14.7,06,62490
999,"Coalinga city, California",1600000US0614274,62522,12.1,20.6,06,14274
1000,"Fresno city, California",1600000US0627000,50432,21.9,25.2,06,27000
1001,"West Sacramento city, California",1600000US0684816,70699,29.4,15.2,06,84816
1002,"Interlaken CDP, California",1600000US0636613,75488,16.5,17.2,06,36613
1003,"Live Oak CDP, California",1600000US0641922,83750,38.5,11.6,06,41922
1004,"Rio del Mar CDP, California",1600000US0660928,104416,59.9,6.2,06,60928
1005,"Nipomo CDP, California",1600000US0651476,82543,24.5,9.0,06,51476
1006,"Oceanside city, California",1600000US0653322,72697,31.1,10.2,06,53322
1007,"Markleeville CDP, California",1600000US0645988,89688,59.8,1.5,06,45988
1008,"Morro Bay city, California",1600000US0649362,68262,40.8,11.0,06,49362
1009,"Fort Jones city, California",1600000US0625128,29327,15.5,33.2,06,25128
1010,"Valinda CDP, California",1600000US0681638,84134,14.2,10.1,06,81638
1011,"La Mirada city, California",1600000US0640032,95685,32.5,5.8,06,40032
1012,"La Verne city, California",1600000US0640830,88131,38.0,7.8,06,40830
1013,"Lawndale city, California",1600000US0640886,62013,19.9,13.7,06,40886
1014,"Littlerock CDP, California",1600000US0641880,38973,5.9,0.0,06,41880
1015,"Marina del Rey CDP, California",1600000US0645806,118162,70.7,16.1,06,45806
1016,"San Dimas city, California",1600000US0666070,86410,36.9,9.3,06,66070
1017,"San Gabriel city, California",1600000US0667042,62541,32.3,12.8,06,67042
1018,"Alameda city, California",1600000US0600562,104756,54.7,7.3,06,00562
1019,"Albany city, California",1600000US0600674,95400,72.9,8.9,06,00674
1020,"Lynwood city, California",1600000US0644574,52213,7.7,17.8,06,44574
1021,"Fairview CDP, California",1600000US0623350,114306,42.1,4.9,06,23350
1022,"San Lorenzo CDP, California",1600000US0668112,97286,25.2,5.6,06,68112
1023,"Wofford Heights CDP, California",1600000US0686174,29718,14.5,31.2,06,86174
1024,"East Hemet CDP, California",1600000US0620697,53964,11.9,19.7,06,20697
1025,"Homeland CDP, California",1600000US0634316,49180,10.2,14.7,06,34316
1026,"Valle Vista CDP, California",1600000US0681708,53327,14.1,16.4,06,81708
1027,"Bay Point CDP, California",1600000US0604415,65098,12.0,15.5,06,04415
1028,"Crockett CDP, California",1600000US0617274,79951,42.2,8.6,06,17274
1029,"El Cerrito city, California",1600000US0621796,108298,63.7,8.5,06,21796
1030,"Pinole city, California",1600000US0657288,100315,31.6,4.7,06,57288
1031,"Rollingwood CDP, California",1600000US0662700,70217,9.0,9.6,06,62700
1032,"Ojai city, California",1600000US0653476,73605,47.2,5.1,06,53476
1033,"Port Hueneme city, California",1600000US0658296,64126,20.2,12.5,06,58296
1034,"Santa Paula city, California",1600000US0670042,60468,14.1,14.2,06,70042
1035,"Inverness CDP, California",1600000US0636616,97059,71.0,6.2,06,36616
1036,"Point Reyes Station CDP, California",1600000US0657960,-666666666,46.2,19.8,06,57960
1037,"Lake Almanor West CDP, California",1600000US0639425,-666666666,49.4,0.0,06,39425
1038,"Portola city, California",1600000US0658352,50956,17.0,16.4,06,58352
1039,"Storrie CDP, California",1600000US0675168,-666666666,-666666666.0,-666666666.0,06,75168
1040,"Twain CDP, California",1600000US0680952,-666666666,10.3,48.6,06,80952
1041,"Livingston city, California",1600000US0642006,54886,9.7,16.4,06,42006
1042,"Panorama Heights CDP, California",1600000US0655506,25833,10.2,14.3,06,55506
1043,"Paradise CDP, California",1600000US0655528,93000,38.0,5.8,06,55528
1044,"Paradise Park CDP, California",1600000US0655604,81420,53.1,0.0,06,55604
1045,"Parklawn CDP, California",1600000US0655728,-666666666,4.8,29.9,06,55728
1046,"Parkway CDP, California",1600000US0655800,44097,9.8,25.8,06,55800
1047,"Pasatiempo CDP, California",1600000US0656028,-666666666,54.1,2.7,06,56028
1048,"Paskenta CDP, California",1600000US0656042,43000,0.0,6.9,06,56042
1049,"Patterson Tract CDP, California",1600000US0656120,48648,13.9,35.2,06,56120
1050,"Patton Village CDP, California",1600000US0656140,48996,22.8,12.4,06,56140
1051,"Paynes Creek CDP, California",1600000US0656196,-666666666,0.0,0.0,06,56196
1052,"Penngrove CDP, California",1600000US0656476,92843,37.2,5.5,06,56476
1053,"Rancho Murieta CDP, California",1600000US0659506,108625,51.3,4.6,06,59506
1054,"El Segundo city, California",1600000US0622412,109577,58.4,5.9,06,22412
1055,"Irwindale city, California",1600000US0636826,72500,15.5,8.3,06,36826
1056,"Lomita city, California",1600000US0642468,71606,35.3,10.5,06,42468
1057,"Long Beach city, California",1600000US0643000,63017,31.1,16.8,06,43000
1058,"Pasadena city, California",1600000US0656000,83068,52.3,14.5,06,56000
1059,"Pomona city, California",1600000US0658072,60598,18.0,17.9,06,58072
1060,"South San Jose Hills CDP, California",1600000US0673290,70218,10.8,13.6,06,73290
1061,"Val Verde CDP, California",1600000US0681967,88947,13.2,3.9,06,81967
1062,"Walnut city, California",1600000US0683332,108669,52.7,6.6,06,83332
1063,"West Carson CDP, California",1600000US0684144,73472,35.3,9.7,06,84144
1064,"West Whittier-Los Nietos CDP, California",1600000US0684921,76397,15.7,8.5,06,84921
1065,"Copperopolis CDP, California",1600000US0616210,82043,18.9,8.5,06,16210
1066,"Penryn CDP, California",1600000US0656546,61905,26.5,8.9,06,56546
1067,"Pescadero CDP, California",1600000US0656756,120139,42.1,0.0,06,56756
1068,"Peters CDP, California",1600000US0656798,107321,11.5,9.3,06,56798
1069,"Phelan CDP, California",1600000US0656826,59375,12.2,19.7,06,56826
1070,"Phillipsville CDP, California",1600000US0656854,2499,42.9,50.0,06,56854
1071,"Philo CDP, California",1600000US0656868,38523,7.4,35.9,06,56868
1072,"Phoenix Lake CDP, California",1600000US0656870,71397,22.6,8.9,06,56870
1073,"Pierpoint CDP, California",1600000US0657011,-666666666,46.2,0.0,06,57011
1074,"Pike CDP, California",1600000US0657036,-666666666,0.0,5.0,06,57036
1075,"Pine Canyon CDP, California",1600000US0657070,71591,17.8,7.5,06,57070
1076,"Pine Flat CDP, California",1600000US0657134,-666666666,31.3,47.1,06,57134
1077,"Pine Grove CDP, California",1600000US0657148,60901,15.4,7.5,06,57148
1078,"Pine Mountain Lake CDP, California",1600000US0657244,56667,30.5,11.7,06,57244
1079,"Pioneer CDP, California",1600000US0657330,72610,19.0,9.6,06,57330
1080,"Plainview CDP, California",1600000US0657568,20556,1.7,64.8,06,57568
1081,"Plumas Lake CDP, California",1600000US0657829,101995,25.2,4.7,06,57829
1082,"Ponderosa CDP, California",1600000US0658134,-666666666,100.0,0.0,06,58134
1083,"Posey CDP, California",1600000US0658422,-666666666,-666666666.0,-666666666.0,06,58422
1084,"Poso Park CDP, California",1600000US0658436,-666666666,0.0,0.0,06,58436
1085,"Potrero CDP, California",1600000US0658478,-666666666,35.0,27.9,06,58478
1086,"Aliso Viejo city, California",1600000US0600947,112689,56.2,4.7,06,00947
